,X,file_name,speaker_title,speaker_title_clean,ai_paragraph,Marketing Knowledge,Cusomter Experience,Product,Place,Marketing Operation,Price,Promotion,Other
107694,107694,2022-Feb-16-NVDA.OQ-140007769507-transcript.txt,"Colette M. Kress,  NVIDIA Corporation - Executive VP & CFO    [5]", Executive VP & CFO,"Forrester Research, in its evaluation of Enterprise AI infrastructure providers, recognized NVIDIA in the top category of leaders. An example of a partner that's helping to expand our reach into enterprise IT is Deloitte, a leading global consulting firm, which has built its center for AI computing on NVIDIA DGX SuperPODs. At CES, we extended our collaboration to AV development, leveraging our own robust AI infrastructure and Deloitte's team of 5,500 system integration developers and 2,000 data scientists to architect solutions for truly intelligent transportation. ",0,0,1,1,0,0,0,0
132894,132894,2023-Mar-30-XTIA.OQ-137775886552-transcript.txt,"Nadir Ali,  Inpixon - CEO & Director    [3]", CEO & Director,"Leveraging this data and analytics allows for smarter decisions around changing and enhancing processes and procedures. With deeper automations and more integration, organizations can address even more use cases by taking full advantage of their initial RTLS investment. This is how the power of Indoor Intelligence can be extended and fully realized. Our single full stack platform enables these integrations and automation to address a multitude of key customer challenges. And as we integrate the artificial intelligence capabilities we've been exploring, we expect to further increase locational precision and will unlock advanced capabilities never before possible. ",0,0,1,0,0,0,0,0
71799,71799,2019-Nov-14-SMCI.OQ-139803867572-transcript.txt,"Charles Liang,  Super Micro Computer, Inc. - Founder, President, CEO & Chairman of the Board    [3]"," Founder, President, CEO & Chairman of the Board","Super Micro has long [known] that application optimized products will maximize our growth. We continue to develop new products and solution offerings across major servers and storage markets, including total solution, AI machine learning, 5G, IoT and data centers. Combining the advantages that were introduced to our green computing and resource savings platform. We delivered completed solution offerings with Red Hat, VMWare, NVIDIA and SAP, providing certified and tested configurations that can reduce risk and accelerate ROI for our customers. Our [outlined] (inaudible) hyper-converged infrastructure continue to be the most optimized solution for new generation solid customers, delivering the best-in-class features, support hot-swappable NVMe, flexible I/O and high TDP of Intel second-generation Xeon Scalable processors. ",0,0,0,1,0,0,0,0
68343,68343,2019-May-02-GSHD.OQ-140375440837-transcript.txt,"Michael C. Colby,  Goosehead Insurance, Inc - President & COO    [4]", President & COO,"Additionally, we're scheduled to launch our first artificial intelligence application, focused on improving client retention in our service centers. This will provide actionable insight, real time, to our service agents, allowing them to identify and address issues with our clients that will increase the likelihood of them renewing with us. And while client retention is the single longest economic lever in our business, we believe this to be the first of many use cases for AI to assist with driving higher levels of performance across our entire business.",1,1,1,0,1,0,0,0
147504,147504,2024-Aug-06-III.OQ-140744544292-transcript.txt,"Michael Connors,  Information Services Group Inc - Chairman of the Board, Chief Executive Officer, Treasurer, Secretary    [48]"," Chairman of the Board, Chief Executive Officer, Treasurer, Secretary","          Okay, thanks. First of all, on the AI if you will, we are developing our internal team and training them up on AI. We have a full AI training university that we are sending many of our consultants through. And so our first of course of talent is our workforce globally around the world.",0,0,0,0,1,0,0,0
46683,46683,2018-Apr-17-IBM.N-137860631776-transcript.txt,"James J. Kavanaugh,  International Business Machines Corporation - Senior VP & CFO    [3]", Senior VP & CFO,"Our first quarter results reflect much of the work we've done to reposition our portfolio and our skills to address the secular trends in the market led by the phenomenon of data. We've been building new platforms and solutions while modernizing existing ones, embedding cloud and AI into more of what we offer. And so IBM is now a Cognitive Solutions and cloud platform company focused on the high-value areas of IT.",0,0,1,0,0,0,0,0
86423,86423,2020-Oct-29-BL.OQ-138417848955-transcript.txt,"Marc E. Huffman,  BlackLine, Inc. - President, COO & Director    [4]"," President, COO & Director","In the months since we announced the acquisition, the reaction from customers has been overwhelmingly positive, which further validates our view that the accounts receivable market is a compelling space to enter. One of the things that excites us most about Rimilia is their shared passion for finance and accounting transformation through intelligent automation. Rimilia's AI-powered accounts receivable automation has created great value for its more than 100 customers.",0,0,1,0,0,0,0,0
120792,120792,2023-Aug-03-ALTR.OQ-140763839361-transcript.txt,"James R. Scapa,  Altair Engineering Inc. - Founder, Chairman & CEO    [3]"," Founder, Chairman & CEO","This technology enhances our ability to support the fast-growing use of digital twin solutions, simulation and test data management and AI with an open architecture that provides a traceable ecosystem to track performance, cost and mass of a product. We believe the addition of OmniV to our already powerful offering helps to position Altair as having the most comprehensive digital twin solution in the market. OmniV will be available via Altair units, integrated into Altair's digital twin solution set and accessible via Altair 1 Alters Cloud Innovation Gateway. ",0,0,1,0,0,0,0,0
37573,37573,2017-Feb-02-IT.N-137174352302-transcript.txt,"Gene Hall,  Gartner, Inc. - CEO    [5]", CEO,"They're increasingly using artificial intelligence and machine learning. They also have a rapidly changing regulatory environment they need to keep abreast of. The advent of cloud computing has enabled new types of HR tools, such as Workday a core HR platform, Avature which supports candidate CRM or Cornerstone a talent management system that is addresses work force learning and development. ",0,0,0,0,1,0,0,0
124346,124346,2023-Aug-17-BILL.N-137714063447-transcript.txt,"Rene A. Lacerte,  BILL Holdings, Inc. - Founder, CEO & Chairperson of the Board    [3]"," Founder, CEO & Chairperson of the Board","Our large-scale 2-sided network serves as a key pillar for frictionless connections and secure payment transactions. It frees our AP and AR customers from the need to share bank information with each other. It acts as a payment choice switchboard, enabling both customers and network members to choose their preferred method of payment. Our network doesn't require a subscription, is accounting software-agnostic and even works when businesses don't have a general ledger assistant. With its ease of use, tens of millions of transactions flow through our network each year. This creates a valuable data asset that we apply our AI engine to, which enables us to develop better user experiences such as auto matching customers and suppliers out of populating invoices no matter how they are received, managing risk and providing payment and funding choices for customers and network members. ",1,1,0,0,0,0,0,0
124765,124765,2023-Aug-29-BOX.N-138553849341-transcript.txt,"Aaron Levie,  Box, Inc. - Co-Founder, CEO & Director    [3]"," Co-Founder, CEO & Director","In a joint report, we recently released with IDC. IDC found that 90% of the company's data is in unstructured information, and that number is growing by 28% to over 73,000 exabytes in 2023. And with Box AI, we will transform our customers' ability to gain productivity and insight from their data. The need to manage, secure, automate, collaborate and bring intelligence to this information is more important than ever before, and Box is uniquely positioned to help enterprises solve these challenges and transform how they work. ",0,0,1,0,0,0,0,0
122383,122383,2023-Aug-08-DDOG.OQ-137330510677-transcript.txt,"Olivier Pomel,  Datadog, Inc. - Co-Founder, CEO & Director    [3]"," Co-Founder, CEO & Director","Now let's move on to R&D. Last week, we had our DASH user conference and introduced a number of exciting new products and features for our users. To kick off our keynote, we launched our first innovation for generative AI and large language model. We showcased our LLM observability product, enabling ML engineers to safely deploy and manage their model in production. This includes the model catalog, centralized place to view and manage every model in every state of our customer development pipeline, analysis and insight on model performance, which allows all engineers to identify and address performance and quality issue with the model themselves; and help identify model drift, the performance degradation that happens over time as model interacts with the world data.  ",0,0,1,1,0,0,0,0
166469,166469,2024-May-30-ASAN.N-140757461037-transcript.txt,"Jackson Ader,  KeyBanc Capital Markets Inc. - Analyst    [17]", Analyst,"Number one, do you think that the core work management or collaboration tool, the core Asana, needs to reach some sort of critical mass within an enterprise for then the customer to grant your AI technology access to the systems of records that you will need in order to drive value for them?",0,0,1,0,0,0,0,0
165011,165011,2024-May-09-SOUN.OQ-139806044875-transcript.txt,"Nitesh Sharan,  SoundHound AI Inc - Chief Financial Officer    [4]", Chief Financial Officer,"Our AI solutions attractively reside at a critical intersection. Macro factors like persistent inflation and wage pressures drive many of our customers towards automation for productivity. Concurrently, consumer demand for increased speed and convenience drive our customers towards automation to accelerate throughput and increase revenue.",0,0,1,0,0,0,0,0
146471,146471,2024-Aug-01-GEN.OQ-140666158939-transcript.txt,"Vincent Pilette,  Gen Digital Inc - Chief Executive Officer, Director    [40]"," Chief Executive Officer, Director","We have a compelling AI enabled product roadmap, focus on security, financial safety, personal data control and verification. Our go-to-market strategies effective, and we have a long track record of serving our customers.",0,0,1,0,0,0,0,0
115789,115789,2022-Nov-08-AIOT.OQ-138597135216-transcript.txt,"Steve Towe,  PowerFleet, Inc. - CEO & Director    [4]", CEO & Director,"PowerFleet Unity brings people, assets and data together on a single intelligent platform to transform business operations. PowerFleet Unit's cognitive data engine applies AI and ML to provide traditional operational benefits as well as new data applications to solve some of the industry's most intractable challenges such as safety and risk management, advanced fuel management, sustainability, the move to electric vehicles, optimize fleet performance, fleet compliance and maintenance.",0,0,1,0,0,0,0,0
133895,133895,2023-May-04-BRKR.OQ-138807640919-transcript.txt,"Frank H. Laukien,  Bruker Corporation - Chairman, CEO & President    [3]"," Chairman, CEO & President","So this is an important further enhancement of our consumables and automation and sample prep business at PreOmics. Switching to software in support of immunopeptidomics, which is very important in research and I think now for the first time has reached the sensitivity and throughput levels where it could really be used on small tumor biopsy samples. We collaborate with an external Canadian company that provides the Novor algorithm for AI informed and GPU-enabled immunopeptidomics.",0,0,1,0,0,0,0,0
121155,121155,2023-Aug-03-GDYN.OQ-140937265650-transcript.txt,"Leonard Livschitz,  Grid Dynamics Holdings, Inc. - CEO & Director    [2]", CEO & Director,"With artificial intelligence, we're also engaged with a high-end apparel company in Netherlands in our domaining process description using product attributes and images. And finally, with European-based global truck manufacturer, part of our growth and have become a significant contributor to lead generation.",0,0,0,1,0,0,0,0
159359,159359,2024-Jun-13-ADBE.OQ-137459600750-transcript.txt,"Shantanu Narayen,  Adobe Inc - Chairman of the Board, Chief Executive Officer    [43]"," Chairman of the Board, Chief Executive Officer","So with that sort of as a broad segment, I am a big believer that generative AI is going to, for all the categories that we're in, it's actually going to dramatically expand the market because it's going to make our products more accessible, more affordable, more productive in terms of what you -- what we can do. I'm still acting CMO at the company, and I see the excitement around how we can, with agility, create way more content, create variations.",0,0,1,0,1,0,0,0
118427,118427,2023-Apr-11-SKIL.N-139570406102-transcript.txt,"Jeffrey R. Tarr,  Skillsoft Corp. - CEO & Director    [3]", CEO & Director,"We have much in our product line that utilizes this important technology for the benefit of customers, learners and ultimately, our shareholders. And since Skillsoft owns both our content and our industry-leading AI-driven platform, we believe we are uniquely well positioned to be a leader in this area. The investments in our content and platform are foundational to our innovation, growth and market leadership agenda. In addition to creating a more differentiated product portfolio and learning suite, these investments are also driving higher learner and customer satisfaction, which are translating into stronger DRR performance. We remain committed to continuing to enhance our portfolio and profile in the market and strengthening our position as an innovative forward-thinking enterprise learning leader that helps customers transform their workforce. ",0,1,1,0,0,0,0,0
95085,95085,2021-Mar-01-AI.N-136936786383-transcript.txt,"Thomas M. Siebel,  C3.ai, Inc. - Founder, CEO & Chairman of the Board    [3]"," Founder, CEO & Chairman of the Board","Big picture, we see a robust and growing interest in enterprise AI software, the solutions that we offer. We continue to make significant progress on all fronts in our objective to establish and maintain a global leadership position in enterprise AI. We continue to aggressively grow the company, diversify our business across industries and geographies and expand our partner ecosystem. We believe we are very well positioned to address this $200 billion-plus addressable market opportunity, and we are just getting started.",0,0,0,1,0,0,0,0
132324,132324,2023-Mar-15-PD.N-140794186279-transcript.txt,"Jennifer G. Tejada,  PagerDuty, Inc. - CEO & Chair of the Board    [9]", CEO & Chair of the Board,"Well, for sure, AI has been a mainstay alongside of automation in every part of our platform, and it's an area that we continue to invest in. I think one of the places where we were early was in building a foundational data model to support our customers and moving from simply responding faster to issues as they arise to actually proactively preventing those issues from the coming major customer impacts. And that has been through leveraging AI in incident response, in AIOps, in parts of our automation product and increasingly in customer service. ",0,1,1,0,0,0,0,0
85141,85141,2020-Nov-12-AMWL.N-139707020284-transcript.txt,"Ido Schoenberg,  American Well Corporation - Chairman & Co-CEO    [31]", Chairman & Co-CEO,"The second element is care itself is going to rely less on people and more on automation. So if patient care today really includes almost holistically an interaction with a person that is very, very expensive and not necessarily accessible, a lot of the interaction will leverage all the goodness of AI and analytics and many other tools that are going to make the human time much less than the automated time much more. ",0,0,1,0,0,0,0,0
110647,110647,2022-Mar-01-HPE.N-139977308915-transcript.txt,"Antonio Fabio Neri,  Hewlett Packard Enterprise Company - CEO, President & Director    [3]"," CEO, President & Director","We put specific goals for our sales force every week that we track very closely. Tarek runs a very tight process on that. And we have always exceeded every week's forecast. And the feedback is driven by the following: number one, obviously, we know digital transformation is getting stronger and stronger out there, and it's driven by the fact that you've got to digitize your process to be competitive; number two, data continue to explode everywhere, and that means that they need more capacity to store the data, but most importantly, process that data at the pace we haven't seen before, and that's a combination of AI, analytics, deep learning at scale and obviously, a lot of compute power; the third piece, obviously, as I said in my remarks, is that the edge continue to grow very, very rapidly. And in order to transform in a digital environment, you need connectivity. Without being connected, you don't have the on-ramp into this digital transformation. ",1,0,0,0,0,0,0,0
97929,97929,2021-May-12-RNWK.OQ^L22-139022579643-transcript.txt,"Michael J. Ensing,  RealNetworks, Inc. - President & COO    [4]", President & COO,"I'll now turn to a discussion of SAFR's global commercial business and partnerships. As a reminder, the SAFR commercial business focuses on a variety of use cases, including secure access, authentication, surveillance watch list and embedded applications with our SAFR Inside initiative. During the quarter, we made several advancements with key partners. We recently announced a partnership with GeutebrÃ¼ck, an international provider of proprietary, high-performance video security and software and hardware. SAFR has been integrated as an AI layer on top of GeutebrÃ¼ck's video management system to provide advanced video analytics for surveillance operations, saving both time and increasing efficiencies.  ",0,0,0,1,0,0,0,0
164675,164675,2024-May-09-KLDI.PK-138137084645-transcript.txt,"Christopher Weiler,  KLDiscovery Inc - Chief Executive Officer, Co-Founder    [3]"," Chief Executive Officer, Co-Founder","We continue to invest heavily in Nebula, which when coupled with our one-of-a-kind client portal and extensive use of artificial intelligence strengthens the user experience and creates new opportunities for KLD to complete the value chain for our clients. As a result, Nebula is becoming the preferred solution for many of our existing customers and continues to attract new customers.",0,1,1,0,0,0,0,0
155355,155355,2024-Feb-29-HPE.N-138345906087-transcript.txt,"Antonio Fabio Neri,  Hewlett Packard Enterprise Company - CEO, President & Director    [3]"," CEO, President & Director","In the quarter, we expanded our strategic collaboration with NVIDIA targeting the enterprise segment of the market. We introduced a preconfigured solution for enterprise customers to fine-tune AI large language models with their private data to accelerate inferencing. Our HPE machine learning development environment software and unique HPE supercomputer and IP are critical parts of the solution, alongside NVIDIA AI Enterprise software. We have built a strong and growing sales pipeline for this new offering.",0,0,0,1,0,0,0,0
148134,148134,2024-Aug-07-FROG.OQ-140063583258-transcript.txt,"Shlomi Ben-Haim,  Jfrog Ltd - Chairman of the Board, Chief Executive Officer, Co-Founder    [70]"," Chairman of the Board, Chief Executive Officer, Co-Founder","          If I may, Rob, on the integration and the solution to the market, it's not a matter of MLOps, yes or no. It will be adopted. It will be. And as you know and as we announced in the previous quarters, we integrated with MLflow, we integrated with AWS Pagemaker and with Qwak. So this is based not only on the trends in the market of adopting AI technologies, but also it's that, it's a very logical next leap forward for JFrog. Artifactory is already serving as the model registry of choice. X-ray is already scanning your model. So improving or expanding our platform was a mandatory next step forward for JFrog. And as Ed mentioned, once the integration will be completed, we will also share our expectations with you.",0,0,0,1,0,0,0,0
157425,157425,2024-Jul-25-HON.OQ-139229128183-transcript.txt,"Vimal Kapur,  Honeywell International Inc - Chairman and Chief Executive Officer    [3]", Chairman and Chief Executive Officer,"We are also leveraging generating AI to maximize the potential benefit of our operating system, both for our customers and ourselves. As anticipated, accelerator is proving to be a powerful source of profitable growth across all our businesses as an important tool to successfully integrate the recent addition to our portfolio.",0,1,1,0,1,0,0,0
129913,129913,2023-Jul-27-JNPR.N-140154810535-transcript.txt,"Rami Rahim,  Juniper Networks, Inc. - CEO & Director    [24]", CEO & Director,"400-gig deployments in the wide area, for example, remain incredibly important, especially with cloud providers having to invest in new AI capabilities. Ultimately, that's going to generate more demand, traffic growth on their network across every use case. And the projects that were in place might have moved out in time, but they have not been eliminated. And it continues to be an intense area of focus for us at Juniper.",0,0,0,1,0,0,0,0
121511,121511,2023-Aug-03-STEM.N-139926574877-transcript.txt,"John E. Carrington,  Stem, Inc. - CEO & Director    [3]", CEO & Director,"Earlier this year, our software developers started integrating generative AI tools into their workflow. And as a result, our developers have seen up to a 50% improvement in their coding productivity. Today, we're rolling out this approach across our dev teams and evaluating additional applications for these powerful tools to accelerate our product roadmap. Looking forward, Stem engineers are building a pilot Athena chatbot that leverages our extensive knowledge base to offer asset operators powerful and flexible prompt-based tools that enable improved asset performance as well as an early, efficient identification of operational incidents. These tools will enable operators to accelerate root cause analysis, initiate corrective actions and optimize performance.",0,0,1,0,0,0,0,0
161990,161990,2024-May-02-APPN.OQ-138187481763-transcript.txt,"Matthew Calkins,  Appian Corp - Chairman of the Board, President, Chief Executive Officer, Founder    [35]"," Chairman of the Board, President, Chief Executive Officer, Founder","And that's the real hurdle because understanding the business means exposure to the data that the business owns the crown jewels of the business and there's privacy concerns as regulatory concerns. There's a lot of fear in that system with that for us to get serious as a civilization about AI we're going to have to figure out how to make a I about you in this case, you being the business.",0,0,0,0,0,0,0,1
60624,60624,2019-Apr-25-PRO.N-139078535515-transcript.txt,"Andres D. Reiner,  PROS Holdings, Inc. - CEO, President & Director    [3]"," CEO, President & Director","While cognitive AI is useful, our AI goes way beyond this. The core of our platform is business AI. Business AI applies machine learning algorithms to massive amounts of data, prescribes business actions and continuously learns so that it can improve business outcomes. Our business AI has deep domain expertise in sales and pricing to identify buying patterns and prescribe personalized sales experiences for each customer. Companies use our AI to power their digital selling so they can run their sales autonomously and react to the market in real time with our AI self-learning capabilities. We differentiate based on the proven ROI that our AI drives for our customers. ",0,0,1,0,0,0,0,0
141021,141021,2023-Nov-14-MOND.OQ-141064229502-transcript.txt,"Orestes Fintiklis,  Mondee Holdings, Inc. - Executive Vice Chairman    [35]", Executive Vice Chairman,"I'll take the first and then Prasad will add. So the first part is that we have been already training the models for a long period of time, and they are included in our CapEx. Now a big part of that training is automatic because we have already linked our AI. So the bigger part of the cost is developing and integrating it with the operations. And then over time, it's a declining cost to the actual training. And again, here, we're benefiting from 2 dynamics. First, we have a lot of data, 50 million searches are done on our platform every day, which are basically integrated to the AI that keeps learning. And then on top of that, we are training effectively the AI through connecting it with 65,000 experts. So this is a more of a direct connectivity in the sense that a consumer is likely to give less feedback and interaction with the platform than an expert by definition, has a 2-way exchange of information with the provider of the service. So that's on your first question.",0,0,1,0,0,0,0,0
142793,142793,2023-Oct-26-EXLS.OQ-137171463576-transcript.txt,"Rohit Kapoor,  ExlService Holdings, Inc. - Co-Founder, Vice Chairman & CEO    [25]"," Co-Founder, Vice Chairman & CEO","Sure. The Data Analytics business for us is a business where 2/3 of the business is annuity-based. So that means we have multiyear contracts associated with it. And we have ongoing support and work that we do for clients, manage their existing analytical operations. 1/3 of the work that we do is project-based and discretionary, and that's the part that is volatile and that kind of moves around quarter-to-quarter. But keep in mind, with the trends that we are seeing around generative AI, the need for that project-based spend has increased.",0,0,0,1,0,0,0,0
120543,120543,2023-Aug-02-QCOM.OQ-138473411933-transcript.txt,"Cristiano Renno Amon,  QUALCOMM Incorporated - President and Chief Executive Officer    [3]", President and Chief Executive Officer,"Before I turn the call over to Akash, I would like to provide an update on how we are managing our business in the current macroeconomic environment. We remain focused on executing our strategy and prioritizing capital and resource allocation on our future growth and diversification opportunities. Simultaneously, we are focused on long-term operating margin targets, all while maintaining technology leadership across wireless connectivity, high-performance, low-power processing and artificial intelligence.",0,0,1,0,0,0,0,0
122489,122489,2023-Aug-08-J.N-137661428906-transcript.txt,"Robert V. Pragada,  Jacobs Solutions Inc. - President, COO, CEO & Director    [3]"," President, COO, CEO & Director","PA is also seeing significant interest in its digital expertise from clients who are looking to assess AI-related impacts and opportunities for their businesses. As an example, a leading cybersecurity client hired PA to support the development of a comprehensive strategic plan with specific focus on understanding the power of AI and mitigating cyber threats.",0,0,0,1,0,0,0,0
162893,162893,2024-May-06-TDC.N-140262803819-transcript.txt,"Stephen McMillan,  Teradata Corporation - President, CEO & Director    [3]"," President, CEO & Director","We're also pleased that Teradata was named Tech Partner of the Year by FICO, recognizing that our joint customers can quickly operationalize analytic models, including for AI. FICO also noted our jointly designed banking fraud solution that focuses on real-time payments to help stop the rise in payment fraud.",0,0,0,1,0,0,0,0
158122,158122,2024-Jul-30-INFA.N-138866196904-transcript.txt,"Amit Walia,  Informatica Inc - Chief Executive Officer, Director    [3]"," Chief Executive Officer, Director","Second, we continue to deliver the best data management products on the industryâ€™s only AI-powered platform. After a 12-month extensive private preview, we launched CLAIRE GPT, our generative AI chat interface, on the IDMC platform. Informatica is now the industry's only cloud data management platform with AI and Generative AI capabilities for modern enterprises, and it is the Switzerland of Data and AI.",0,0,1,0,0,0,0,0
102118,102118,2021-Oct-28-PATK.OQ-139493242966-transcript.txt,"Andy L. Nemeth,  Patrick Industries, Inc. - CEO & Director    [3]", CEO & Director,"This includes AI and machine learning and cloud-based solutions, which transform low-resolution decision-making and data silos into high-resolution, collaborative solutions and deliverables. Our people and our critical emphasis on human capital and what it means today for our future success remains a focal point in how we do business. ",1,0,0,0,1,0,0,0
153368,153368,2024-Feb-20-PANW.OQ-137404802066-transcript.txt,"Nikesh Arora,  Palo Alto Networks, Inc. - Chairman & CEO    [2]", Chairman & CEO,"Our co-pilots are an alpha and are in the hands of leading customers who are giving us feedback before we move to general availability. Looking forward, we have aggressive plans to roll out additional AI-based offerings by the end of this fiscal year. We have plans to offer 3 new product offerings, 1 to address each of the stance I talked about. ",0,0,1,0,0,0,0,0
118860,118860,2023-Apr-25-MSFT.OQ-139717566700-transcript.txt,"Satya Nadella,  Microsoft Corporation - Chairman & CEO    [3]", Chairman & CEO,"In closing, we are focused on continuing to raise the bar on our operational excellence and performance as we innovate to help our customers maximize the value of their existing technology investments and thrive in the new era of AI. In a few weeks' time, we'll hold our Build conference, where we will share how we are building the most powerful AI platform for developers and I encourage you to tune in. I could not be more energized about the opportunities ahead. And with that, let me turn it over to Amy.",0,0,1,1,0,0,0,0
164035,164035,2024-May-08-KD.N-139106198065-transcript.txt,"Martin J. Schroeter,  Kyndryl Holdings, Inc. - Chairman & CEO    [3]", Chairman & CEO,"As we've mentioned, Kyndryl is an AI beneficiary and an AI enabler. As the largest IT infrastructure services provider in the world, we have more tech stack operating data than anyone, and we're using machine learning with this data to give our customers and Kyndryl a data-driven advantage in designing and managing systems. We're using AI in Kyndryl Bridge to identify application performance patterns, produce actionable insights, reduce required maintenance and prevent incidents from occurring. Bridge can operate as a self-healing architecture and is now producing 3 million actionable insights a month and is helping customers achieve nearly $2 billion of annual savings by avoiding maintenance and incident costs. In short, AI is powering Kyndryl Bridge and accelerating our advanced delivery initiative. At the same time, we're seeing revenue growth opportunities associated with both AI and Gen AI.  ",0,1,1,0,0,0,0,0
42607,42607,2017-May-09-FUEL.O^I17-139195511425-transcript.txt,"Emmett Randolph Wootton,  Rocket Fuel Inc. - CEO and Director    [5]", CEO and Director,"We continue to invest in supporting our channel partners, which are primarily holding company and independent agencies, but also include system integrators and marketing services firms. A robust partner channel enables us to create more demand at overall lower cost of sales. Our investments are starting to bear fruit. For example, we saw a significant holding company grow spend, more than doubling year-over-year in Q1, as agencies are discovering the combination of ease of use, AI-driven performance and added value insights and reporting are helping them win and retain their clients. ",0,0,0,1,0,0,0,0
164365,164365,2024-May-09-AVPT.OQ-139606986136-transcript.txt,"Tianyi Jiang,  AvePoint Inc - Chief Executive Officer, Director    [3]"," Chief Executive Officer, Director","We're proud to be first to market with this offering to support Copilot, which enables companies to identify areas of high collaboration to better prepare for Copilot readiness. This is just the latest of our AI readiness solutions for organizations to prepare, secure and optimize data, which collectively will enable them to fully take advantage of AI in the workplace.",0,0,0,1,0,0,0,0
164350,164350,2024-May-09-AVPT.OQ-139606986136-transcript.txt,"Tianyi Jiang,  AvePoint Inc - Chief Executive Officer, Director    [3]"," Chief Executive Officer, Director","At this dynamic, I would like to discuss today with two areas of focus. First, the challenges and obstacles organizations face in adopting AI, primarily due to data security issues that prevent a comprehensive strategy to manage our data estate.",0,0,0,0,1,0,0,0
,,2024-Feb-01-AAPL.OQ-139920838259-transcript.txt,,,"And so we'll see and report the results of it in the Wearables category that you're familiar with. I think that if you look at it from a price point of view, there's an incredible amount of technology that's packed into the product. There's 5,000 patents in the product. And it's, of course, built on many innovations that Apple has spent multiple years on, from silicon to displays and significant AI and machine learning, all the hand tracking, the room mapping, all of this stuff is driven by AI. And so we're incredibly excited about it. I can't wait to be in the store for tomorrow and see the reaction myself.",0,0,0,0,0,1,0,0
,,2023-Nov-01-ABNB.OQ-140725058637-transcript.txt,,,"Before the Internet, there were travel agents, and they actually used to learn about you. And then travel got unbundled, it became self-service and it became all about price. But we do think that there's a way that travel could change and AI could lead the way with that. So these are some of the things we're thinking about, and I think it's really, really exciting. And we're just at the beginning of this.",0,1,0,0,0,1,0,0
,,2018-May-24-ADSK.OQ-140308526644-transcript.txt,,,"Well, Richard, that is definitely not a boring question. So look, I don't want to dilute the power of the answer here, but almost all of the above are true in some respects. So for instance, some of what you're seeing with our Fusion Ultimate rollout of the generative capability is it's included in the Ultimate subscription, but buried inside the Ultimate subscription is an allocation of consumption that's built into the subscription. So there's an amount of consumption that is available to the user. Once that consumption is burned down, if like, for instance, if they were a massive generative user and they just kept generating designs over and over again, they're going to have to reload that consumption outside of their normal subscription. That kind of blending that you saw in Fusion Ultimate, that's the way you're going to see some of these things roll out into the business. There will be some level access to generative capabilities, because remember, this is an AI-driven, supercomputing-type application delivered to the customer because we can do it with the low price of compute from the cloud. So we're going to blend some of it in. So it will be accretive in subscriptions in terms of the fact that it just redefines us in the market and it makes us more competitive. And you can see we're already seeing some impacts of that, the positive impact. And then you'll see also people will be buying more consumption in the future as they buy more outcomes from the generative results. So it's kind of all 3, but I hope that gives you a little bit more color on why it's sort of all 3. Hopefully, that would help.",0,0,0,0,0,1,0,0
,,2024-Mar-25-BZFD.OQ-139119307582-transcript.txt,,,"Programmatic is more about attention. Classically advertising is about selling the audience's attention and programmatic is the most tech. It enables most scalable, highest margin way of selling attention. And we have more time spent than anyone in our competitive set. So we have a lot of attention that we can monetize through through programmatic and I think when I mentioned earlier, how programmatic can be enhanced by more data, I am and particularly data around contextual alignment of advertisements, and that's something that we can do with advances and advances in AI where we actually have machines that can understand our content at hand is almost hands Select, but at a massive scale, how advertising should be placed to maximize architectural alignment and conversions and things like that. Overall AI. and also will help us get more audience to the site and spend more time on the site. And we've seen that AI. content drive more time spent than other forms of content because it's more alive, more personalized, more interactive. And as we continue to push the envelope on that kind of work and there will be people spending even more time on our site. And we expect and that will drive more opportunity for programmatic monetization to monetize that time. And attention that people are spending. And so there's some a lot of excitement about sort of focusing on the next stage of the Internet and how to build a really strong scalable business in commerce and advertising for the next stage of the Internet. And I think that cookies kind of represent an earlier stage of the Internet sort of the pre AI. stage stage where a lot of the targeting and retargeting that with cookies has been, you know, you visit a retailer site and then they add for that product policy around the web everywhere you go in and that kind of very dumb basic form of retargeting and that was very effective is going to be harder and harder to do as cookies get depreciated. But more interesting, more sophisticated forms of targeting that are based on IAI. based on contextual alignment are going to start to replace that. And I think you I've already seen. As you know, Apple search has changed there and the ability of search for targeting within apps you're already seeing that companies have been able to adapt and evolve. I'm using new technologies that can perform as well as although differently than some of the older targeting.",0,0,0,0,0,0,1,0
,,2024-Feb-05-CHGG.N-137143333563-transcript.txt,,,"And because of AI going from a potential headwind to a tailwind we think we'll be going to that sooner and than we otherwise would have because of our ability to have more questions ask have them index drive more customers plus promotional pricing so what in the next few quarters, we think we'll be more able to articulate when we think that happens.",0,0,0,0,0,1,1,0
,,2024-Feb-05-CHGG.N-137143333563-transcript.txt,,,"As an example, the cost to answer new questions using our own AI models is already more than 75% less expensive, and we believe it will continue to decline over time. This means we'll be able to serve more students at a lower cost per student faster and in more subjects and languages, we are confident in the value of our new product. And because of that confidence and to be more competitive, we began testing promotional pricing in international markets in the middle of last year.",0,0,0,0,0,1,1,0
